Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.4816","Akkermansia muciniphila MAG5766",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5766",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330787",,,"DBFCPI000000000",,,"Illumina","1x","SPAdes v. 1",,,56,2691695,55.849342,12,71730,52,3,,2652,99.8,99.1,0.3,100,,"gut",,"2019-05-23",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:02:10.676Z","2025-04-24T01:02:10.676Z"
"239935.4817","Akkermansia muciniphila MAG5759",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5759",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330780",,,"DBFCPB000000000",,,"Illumina","1x","SPAdes v. 1",,,260,2523093,56.320118,63,12539,44,,,2513,99.4,97.9,3.1,97.7,,"gut",,"2019-05-30",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:02:26.471Z","2025-04-24T01:02:26.471Z"
"239935.4818","Akkermansia muciniphila MAG5753",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5753",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330774",,,"DBFCOV000000000",,,"Illumina","1x","SPAdes v. 1",,,180,2581041,56.118443,40,20828,48,3,,2553,99.6,98.7,1.2,99.4,,"gut",,"2019-06-05",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:02:30.110Z","2025-04-24T01:02:30.110Z"
"239935.4819","Akkermansia muciniphila MAG5745",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5745",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330766",,,"DBFCON000000000",,,"Illumina","1x","SPAdes v. 1",,,85,2691289,56.03668,14,68291,50,3,,2642,99.7,99,,99.8,,"gut",,"2019-06-12",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:02:46.097Z","2025-04-24T01:02:46.097Z"
"239935.4820","Akkermansia muciniphila MAG5737",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5737",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330758",,,"DBFCOF000000000",,,"Illumina","1x","SPAdes v. 1",,,53,2755810,55.78741,11,94544,52,3,,2721,99.8,99.3,,100,,"gut",,"2019-09-05",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:03:00.102Z","2025-04-24T01:03:00.102Z"
"239935.4821","Akkermansia muciniphila MAG5734",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5734",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330755",,,"DBFCOC000000000",,,"Illumina","1x","SPAdes v. 1",,,55,2752334,55.796246,12,83940,52,3,,2715,99.8,99.2,,100,,"gut",,"2019-09-26",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:03:05.780Z","2025-04-24T01:03:05.780Z"
"239935.4822","Akkermansia muciniphila MAG5634",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5634",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330655",,,"DBFCKG000000000",,,"Illumina","1x","SPAdes v. 1",,,307,2387349,56.523743,69,11331,36,,,2467,99.3,97.5,4.1,98.6,,"gut",,"2019-06-17",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T02:02:05.154Z","2025-04-24T02:02:05.154Z"
"239935.4823","Akkermansia muciniphila MAG3348",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG3348",,,,,,,,,,,,,,,,,,,,"Good","2025-02-28T00:00:00Z",,,"PRJNA1196825","SAMN46328320",,,"DBFAJD000000000",,,"Illumina","1x","SPAdes v. 1",,,478,2026793,56.804024,126,5079,27,,,2217,96.2,93.8,6,89,,"gut",,"2019-11-04",2019,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T02:03:14.337Z","2025-04-24T02:03:14.337Z"
"239935.4824","Akkermansia muciniphila MAG6132",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6132",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331153",,,"DBFDDK000000000",,,"Illumina","1x","SPAdes v. 1",,,100,2632749,55.919003,19,43050,48,1,,2609,99.8,98.7,0.9,99.1,,"gut",,"2019-11-05",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T03:01:41.789Z","2025-04-24T03:01:41.789Z"
"239935.4825","Akkermansia muciniphila MAG5379",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5379",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330400",,,"DBFCAL000000000",,,"Illumina","1x","SPAdes v. 1",,,34,2871122,55.393745,6,125033,52,3,,2912,99.9,99.5,0.1,100,,"gut",,"2018-12-04",2018,,"China",,,,"Asia","China",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T04:02:15.417Z","2025-04-24T04:02:15.417Z"
"239935.4826","Akkermansia muciniphila MAG6191",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6191",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331212",,,"DBFDFR000000000",,,"Illumina","1x","SPAdes v. 1",,,61,2802518,55.544266,14,83103,49,1,,2810,99.8,99,0.3,100,,"gut",,"2019-11-01",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T05:02:57.832Z","2025-04-24T05:02:57.832Z"
"239935.4828","Akkermansia muciniphila MAG6301",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6301",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331322",,,"DBFDJX000000000",,,"Illumina","1x","SPAdes v. 1",,,195,2612780,56.128567,43,19490,48,1,,2589,99.6,98.2,1.8,99.7,,"gut",,"2019-07-16",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:02:03.227Z","2025-04-24T06:02:03.227Z"
"239935.4829","Akkermansia muciniphila MAG6292",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6292",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331313",,,"DBFDJO000000000",,,"Illumina","1x","SPAdes v. 1",,,98,2690620,55.876785,22,42765,50,,,2625,99.5,98.7,0.3,99.2,,"gut",,"2019-07-30",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:02:16.269Z","2025-04-24T06:02:16.269Z"
"239935.4830","Akkermansia muciniphila MAG6287",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6287",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331308",,,"DBFDJJ000000000",,,"Illumina","1x","SPAdes v. 1",,,46,2734295,55.708874,8,109141,52,3,,2680,99.8,99.3,,100,,"gut",,"2018-10-09",2018,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:02:21.915Z","2025-04-24T06:02:21.915Z"
"239935.4831","Akkermansia muciniphila MAG6273",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6273",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331294",,,"DBFDIV000000000",,,"Illumina","1x","SPAdes v. 1",,,150,2649827,56.113964,33,26754,49,3,,2621,99.7,98.7,2.4,99.5,,"gut",,"2019-07-25",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:02:55.073Z","2025-04-24T06:02:55.073Z"
"239935.4832","Akkermansia muciniphila MAG6270",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6270",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331291",,,"DBFDIS000000000",,,"Illumina","1x","SPAdes v. 1",,,430,2303364,56.4678,105,7008,37,,,2481,99,96.7,6.1,96.5,,"gut",,"2019-07-30",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:03:01.213Z","2025-04-24T06:03:01.213Z"
"239935.4833","Akkermansia muciniphila MAG6263",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6263",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331284",,,"DBFDIL000000000",,,"Illumina","1x","SPAdes v. 1",,,313,2176356,56.716457,87,8084,31,,,2249,96.9,95.2,3.9,92.3,,"gut",,"2019-08-21",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:03:02.727Z","2025-04-24T06:03:02.727Z"
"239935.4834","Akkermansia muciniphila MAG6253",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6253",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331274",,,"DBFDIB000000000",,,"Illumina","1x","SPAdes v. 1",,,95,2667030,56.01748,20,41488,50,2,,2634,99.9,99.5,0.4,100,,"gut",,"2019-09-04",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:03:12.238Z","2025-04-24T06:03:12.238Z"
"239935.4835","Akkermansia muciniphila MAG6247",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6247",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331268",,,"DBFDHV000000000",,,"Illumina","1x","SPAdes v. 1",,,269,2427461,56.403954,66,11676,43,,,2454,98.9,97.6,2.4,96.8,,"gut",,"2019-09-11",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T06:03:16.945Z","2025-04-24T06:03:16.945Z"
"239935.4837","Akkermansia muciniphila MAG6214",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6214",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331235",,,"DBFDGO000000000",,,"Illumina","1x","SPAdes v. 1",,,213,2638357,56.155666,50,16064,45,2,,2663,99.5,97.9,2.5,99.1,,"gut",,"2019-02-27",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T07:00:37.671Z","2025-04-24T07:00:37.671Z"
"239935.4838","Akkermansia muciniphila MAG6207",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6207",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331228",,,"DBFDGH000000000",,,"Illumina","1x","SPAdes v. 1",,,211,2558547,56.385403,48,16850,44,2,,2557,99.6,98.4,1.8,99.2,,"gut",,"2019-09-19",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T07:00:50.907Z","2025-04-24T07:00:50.907Z"
"239935.4839","Akkermansia muciniphila MAG6545",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6545",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331566",,,"DBFDTH000000000",,,"Illumina","1x","SPAdes v. 1",,,181,2604853,55.99149,40,21011,49,3,,2654,99.2,97.6,3,98,,"gut",,"2019",,,"Israel",,,,"Asia","Israel",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T07:02:22.051Z","2025-04-24T07:02:22.051Z"
"239935.4840","Akkermansia muciniphila MAG6438",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6438",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331459",,,"DBFDPE000000000",,,"Illumina","1x","SPAdes v. 1",,,21,2729576,55.538628,4,238479,52,3,,2704,99.9,99.4,0.1,100,,"gut",,"2019",,,"Israel",,,,"Asia","Israel",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T08:01:09.296Z","2025-04-24T08:01:09.296Z"
"239935.4841","Akkermansia muciniphila MAG6676",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6676",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331697",,,"DBFDYK000000000",,,"Illumina","1x","SPAdes v. 1",,,65,2717948,56.006775,15,64735,48,3,,2688,99.8,99.1,0.6,100,,"gut",,"2019",,,"Israel",,,,"Asia","Israel",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T10:00:28.992Z","2025-04-24T10:00:28.992Z"
"239935.4842","Akkermansia muciniphila MAG6696",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG6696",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46331717",,,"DBFDZE000000000",,,"Illumina","1x","SPAdes v. 1",,,218,2630539,56.13226,43,18481,43,5,,2670,99.2,97.5,4,100,,"gut",,"2019",,,"Israel",,,,"Asia","Israel",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T10:00:57.809Z","2025-04-24T10:00:57.809Z"
"239935.4843","Akkermansia muciniphila MAG7073",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG7073",,,,,,,,,,,,,,,,,,,,"Good","2025-03-04T00:00:00Z",,,"PRJNA1196825","SAMN46332095",,,"DBFENR000000000",,,"Illumina","1x","SPAdes v. 1",,,40,2734887,55.603504,7,107464,51,3,,2702,99.9,99.3,0.3,100,,"gut",,"2019",,,"Israel",,,,"Asia","Israel",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T10:03:13.696Z","2025-04-24T10:03:13.696Z"
